Cable_Name,IL_10MHz,IL_50MHz,IL_100MHz,IL_500MHz,IL_1000MHz,IL_5000MHz,DataRate(Mbps),preW,mainW,postW,dpre,dpost,Rdrv,eyeSNR
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.6,0.8,1100,1.821644
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.8,0.2,300,1.831344
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.8,0.2,700,1.830501
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.8,0.2,1100,1.832955
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.8,0.4,300,1.821089
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.8,0.4,700,1.835159
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.8,0.4,1100,1.837427
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.8,0.6,300,1.818364
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.8,0.6,700,1.855779
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.8,0.6,1100,1.839321
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.8,0.8,300,1.815076
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.8,0.8,700,1.818156
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,2,0.8,0.8,1100,1.81502
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.2,0.2,300,1.813116
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.2,0.2,700,1.817925
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.2,0.2,1100,1.82431
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.2,0.4,300,1.814436
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.2,0.4,700,1.809328
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.2,0.4,1100,1.801818
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.2,0.6,300,1.80136
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.2,0.6,700,1.775057
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.2,0.6,1100,1.764794
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.2,0.8,300,1.773578
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.2,0.8,700,1.748419
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.2,0.8,1100,1.727654
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.4,0.2,300,1.824551
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.4,0.2,700,1.814037
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.4,0.2,1100,1.815083
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.4,0.4,300,1.799342
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.4,0.4,700,1.814903
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.4,0.4,1100,1.806795
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.4,0.6,300,1.808042
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.4,0.6,700,1.778318
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.4,0.6,1100,1.782814
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.4,0.8,300,1.782518
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.4,0.8,700,1.750648
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.4,0.8,1100,1.729799
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.6,0.2,300,1.827038
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.6,0.2,700,1.827976
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.6,0.2,1100,1.828145
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.6,0.4,300,1.806361
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.6,0.4,700,1.832953
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.6,0.4,1100,1.826202
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.6,0.6,300,1.814197
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.6,0.6,700,1.791945
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.6,0.6,1100,1.78362
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.6,0.8,300,1.800829
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.6,0.8,700,1.781976
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.6,0.8,1100,1.776653
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.8,0.2,300,1.824138
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.8,0.2,700,1.827496
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.8,0.2,1100,1.828905
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.8,0.4,300,1.839476
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.8,0.4,700,1.797475
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.8,0.4,1100,1.82965
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.8,0.6,300,1.833236
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.8,0.6,700,1.817577
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.8,0.6,1100,1.810759
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.8,0.8,300,1.819553
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.8,0.8,700,1.805657
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,5,0.8,0.8,1100,1.792452
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.2,0.2,300,1.82074
